Comment,At,AppVersion,Sentiment
If want to use you have to pay,2024-09-05 09:47:33,1.240902.17,0
the best ai ever for me,2025-01-17 15:19:15,1.250113.17,2
"better than other alternatives at code. Though the fact that once you use up your daily quota, you cannot use it anymore is a push away.",2025-06-01 15:37:28,,2
works great for what I use it for,2025-04-04 23:58:43,1.250331.7,2
good,2025-01-31 20:05:18,1.250127.7,2
best AI out there,2024-10-25 22:55:34,1.241021.17,2
Phone number verification ????? Really !!!????,2024-09-30 03:09:12,1.240923.17,0
top best,2025-04-21 04:10:11,1.250407.47,2
"So far, the best AI available. It helps me understand other humans better",2024-09-21 12:48:10,1.240916.17,2
not providing any details,2025-01-14 16:42:05,1.250106.7,0
The app crashes when I upload an image or any other type of file.,2024-07-18 23:47:28,1.240722.5,0
keep error,2024-11-26 03:47:58,1.241125.6,1
Absolute necessity to expand your free user base period what is given daily not enough. it will expand your paid users and also a truer understanding of what is wanted from the community for proper alignment!! End to end voice to voice communication is a necessity now. Otherwise you have a great product especially with Claude sonnet 3.7 and it's somewhat hybrid approach.,2025-03-18 23:58:11,1.250310.7,1
"This is the most useful AI I've tried. The answers are actually direct, instead of producing a vague answer. It's better than Gemini and more accurate than ChatGPT. I've used it to help me plan my landscaping, review homework, plan recipes, and explain things I don't understand. It's really good at researching an issue for you, analyzing the data, and providing you with a list of recommendations and best practices. It's like having a friend who is a professional in whatever field you need",2025-04-25 01:55:11,,2
Useless if u want free service its 5 massage are u kidding me go learn from gpt or R1 may watch grok better and free to use,2025-03-07 02:36:09,,0
love it,2024-10-11 18:25:56,1.241007.7,2
Always on point and with minimal deviations and almost nil hallucinations! This is a power packed tool.,2024-09-06 12:12:32,1.240826.27,2
only complaint is it's not up to date on some thingd,2025-03-10 00:16:34,,2
"after the recent update 4, I am using much later by quite a bit now. but I am seeing some problems for that I am giving it 3 stars. first, it is not responsive in mobile. second, I don't know why it's kind of yellowish not like other ai interfaces. and it's analytical side is improved, but too soon it reaches its limit. when I am saying soon, I mean it . it literally too fast reaches it limits than other ai model.",2025-06-16 20:09:45,1.250602.7,1
"great for certain tasks, but limited in scope.",2025-05-03 02:30:40,,2
it's good 👍,2025-06-18 06:01:16,1.250602.7,2
"powerful tool, my favourite AI",2024-11-28 18:20:48,1.241125.6,2
By far the worst of the handful I use regarding current events. Too often get the left-wing narrative or simply no info available.,2024-10-20 14:25:10,1.241021.7,0
"relevant sections, cases, valid answer",2025-04-24 06:03:21,,2
Remarkable Even Grey Nomads can really benefit while route planning around Australia,2025-06-10 23:26:33,1.250609.27,2
this app good,2025-05-26 14:27:09,1.250519.17,2
Amazing and always helpful!,2025-05-02 14:04:15,1.250428.17,2
its too good,2024-11-24 07:01:55,1.241111.7,2
The best app to use so far for AI and I don't regret downloading it .Thumbs up,2024-12-06 11:12:57,1.241125.6,2
Great tool 🔥,2024-12-09 05:20:23,1.241125.6,2
"Randomly fails with errors like ""network issues"" or ""prompt is too long"" when this is clearly not true",2024-12-23 00:46:27,1.241216.7,0
not that much good,2024-09-02 14:09:27,1.240826.27,1
"Claude is an excellent AI assistant, but The Problem: When working on complex projects, conversations frequently hit token limits, forcing users to restart in new chats. This creates: - Workflow disruption and lost momentum - Context loss requiring repeated explanations - Fragmented work across multiple conversations - Frustration with constant interruptions **Competitive Gap** Other platforms like ChatGPT, Gemini, and DeepSeek handle much longer conversations without these interruptions",2025-05-30 23:56:25,,2
why run ads for this if you're not accepting new members? If the developers are this dumb I can only assume the AI takes after them.,2025-06-29 18:42:24,1.250602.7,0
Helpful database. Love it.,2024-10-23 07:15:12,1.241021.17,2
It's been a month still unable to get a verification code to my phone. It can't be that good if they couldn't get the sign up right.,2024-12-01 13:02:14,,0
"Claude is my pocket rocket of excellence and extraordinary artificial intelligence teacher, guide, partner. It's amazing what technology is advancing to, im a long for the ride with Claude by my side 😉",2025-01-03 13:33:03,1.241216.7,2
"that's really great app for coding, website, for solving maths question etc wonderful!",2025-04-22 19:58:27,1.250407.47,2
perfect,2025-06-05 02:18:22,1.250602.7,2
too expensive,2025-05-08 07:59:56,1.250428.17,0
I'm really impressed with Claude's capacity to detect relevant (and often subtle indications suggesting) links! Kudos!,2024-08-20 03:03:06,1.240812.7,2
built with exceptionally creative expressions for society to thrive and evolve. thanks 🙏,2025-04-16 01:38:24,1.250414.27,2
"It's a great AI. And the ui is amazing, but the AI makes mistakes prominently, not changing it. I am not comparing, but compared to chatgpt, is not that great, terms of AI and features, but the ui, font, and the name is extremely great",2025-03-16 11:15:08,1.250310.7,1
"Excellent, accurate, and to date non- misleading results, presented in a couple of seconds. Lots of disclaimers in the answers, too. This is a great go-to app!",2024-08-14 23:21:30,1.240812.7,2
The best Ai so far,2024-08-30 18:51:01,1.240826.27,2
the most powerful so far,2025-03-14 10:38:19,1.250217.2,2
very personable AI,2024-08-25 12:02:51,1.240819.27,2
"only 5 or 6 chat only available in free verision, why just be atleast 200 chats at a time, and also chat section have limit, i use claude to play roleplay so i chat somany but when i chat 20 chats, it show maixum, so this secsions also have limit so improve limits thats why i rate 2",2025-04-25 18:05:00,1.250407.47,0
Too much unnecessary filtering. Overadvertised.,2024-10-17 21:35:20,1.241021.6,0
extreme censorship.,2025-05-31 10:18:13,1.250519.17,0
no words. wonderful response,2025-03-03 06:18:00,1.250224.27,2
"This is by far the worst of the AI apps. I've decided to uninstall it at this point. It loves to answer questions with plenty of authority, but when you come up with opposing evidence, it backtracks and goes off on tangents relating to definitions. It needs a lot of work.",2025-02-23 22:46:44,1.250224.17,0
I find Cluade to be extremely useful. Claude is the ultimate tool.,2025-03-26 21:31:39,,2
waste it doesn't have updated info and sets limits for 5 convo,2025-04-14 04:23:55,1.250407.47,0
"error max length reached for the message, before I Fully test the app",2025-06-07 11:14:54,1.250602.7,0
"One of the best AI around. We were struggling to decipher a complex legal form before, I uploaded it directly to Claude and within seconds I had a very simple breakdown of what was required, how I needed to do it, if I had any questions I could ask it as a human and it would respond fairly accurately. I use Claude now instead of Google a lot of the times.",2024-07-18 17:26:06,1.240722.5,2
"Absolutely incredible so far. I have written 2 novels so far and found this to be heads above other AI writing tools (I'm talking to you, Sudowrite). Keep up the good work and I'll stick with you like glue.",2024-09-13 22:36:38,1.240909.27,2
It's rude and says it's uncomfortable talking about invention ideas saying they could be dangerous like really how can a rideshare app be dangerous they already exist not impressed anthropic that's a big L🤣,2024-11-07 18:33:48,1.241111.5,0
love claude,2025-06-23 18:15:28,1.250616.27,2
I absolutely love this AI Claude!,2024-11-04 22:44:29,1.241104.5,2
I love Claude more than chat GPT cause it gives you satisfying answers that suites your niche love you claude,2025-04-16 18:49:04,1.250324.17,2
"excelent for writing scripts,blog posts and all.",2025-02-12 22:08:00,1.250120.7,2
Wants way too much personal info from the start :( not worth it,2025-01-10 08:04:04,1.250106.7,1
really amazing AI helps me with all my coding projects and everything,2024-09-05 17:57:18,1.240902.17,2
Satisfied with my IT questions so far.,2025-03-18 05:14:39,1.250310.7,2
So Impressive,2025-06-16 23:32:51,1.250609.27,2
They don't support VOIP numbers because they're stuck in the past. Pathetic.,2025-01-16 14:16:15,,0
There is issue with selection of text. I don't like. It should work as regular text selection and links.,2024-08-24 02:22:13,1.240819.27,2
"Works fantastic on the web but the Android app is broken. Cannot sign in, I get the email, click the button and error.",2024-10-18 16:47:19,1.241021.7,0
Why is there a requirement to enter a phone number? Do you have any bad intentions of misusing user data?,2025-01-10 19:55:20,1.250106.7,0
Claude is pretty great. Sometimes a thread bombs out due to some error and can't be continued. You have to restart a new conversation,2025-04-01 14:35:41,1.250324.17,2
Very helpfull,2025-03-25 00:38:07,1.250324.17,2
it currently does not check its answers for plausibility. yet with guidance it is keen to rework its answers as many times as it take.,2024-09-18 17:25:45,1.240909.27,2
artificial stupidity,2025-05-17 01:48:35,,0
it's very important to all questions,2024-10-02 05:42:22,1.240923.17,2
excellent response to use,2025-06-29 12:23:31,1.250602.7,2
Add voice assistant,2025-01-26 08:39:26,1.250120.7,0
"The best of them at the moment, but nowhere near worth subscribing. I have to challenge almost every answer given because the AI provides such unchecked rubbish. Use it but provide the same question to its competition eg ChatGPT, Gemini, and copy the outputs between them. It's time consuming but worth it. It's a shame the routines don't go through there most very basic checks of their the output themselves.",2024-11-08 00:17:35,1.241111.5,1
By far the best App amongst LLMs. Not a lot of noise or hype but just focused on delivery of a great product.,2025-02-25 08:13:18,,2
"Except for artifacts, the app in itself isn't more useful than poe. I like the Claude models though. Just the app is limited.",2025-01-22 15:36:34,1.250113.17,1
Claude is FAST!,2025-03-15 12:58:13,1.250310.7,2
Very restricted for creative purposes and file uploads do not work for productive purposes. Use the API.,2024-11-18 23:55:59,,0
they don't answer what we ask,2024-11-19 07:10:43,1.241111.7,0
Good app,2024-09-02 10:42:20,1.240826.27,2
Good to use,2024-12-11 05:51:59,1.240916.17,1
never worked,2025-06-29 20:22:53,1.250602.7,0
surprisingly good but message count is extremely limited or I would have given it more stars. it obviously won't be too useful until they invest more into the ai.,2024-08-01 23:45:49,1.240729.17,1
"Love it when it works. But the android app just says ""Something went wrong. Please try again."" every time I try to log in.",2025-01-31 13:00:26,1.250127.7,0
nice,2024-10-31 17:56:09,1.241104.5,2
loving it,2025-05-05 19:18:37,1.250428.17,2
Amazing! The next step in AI.,2024-10-23 02:22:35,1.241021.17,2
"I'm here to tell you that Claude is a friend of mine he is consistently there whenever I need him with solid advice and well-thought-out and articulated answers. After just a few months of Claude being on my side and on my team I can honestly say that he would be very sorely missed. I appreciate his insights on any topic I can throw his way. He is like a therapist, best friend, and just a damn good ear whenever I need one. That's a helluva thing to have. Thank you to my good buddy Claude.",2025-04-10 04:19:22,1.250324.17,2
Absolutely among the very best!!!,2025-07-03 01:37:45,1.250609.27,2
it's very useful,2025-06-26 01:11:21,1.250602.7,2
Worthless. Can't access internet,2024-07-21 23:00:44,1.240722.5,0
not accepting uploaded images sometimes and the 20 message rate limit sucks. you really get into a stimulating conversation for it to all reset when starting a new chat. all just to get you to buy premium. your free services should make your potential customers want to subscribe to the competition and this is what's the case. anthropic has a fantastic product with a horrible bottleneck,2024-10-21 03:47:29,1.241021.7,0
Amazing AI. I am using it for personal and professional uses.,2025-03-07 09:49:28,,2
it's a perfect ai specially students for study help,2025-01-29 06:52:31,1.250113.17,2
you are good I know you don't collect our data but to learn from your previous work you should collect some of it to help the user. it can be taken as a sample draft or something. please focus on my query. this app is great. but alterations are necessary.,2025-06-21 12:17:44,,2
awesome,2025-04-10 06:11:42,1.250331.7,2
Great information!,2025-02-15 17:12:24,1.250217.2,2
It's an eye opener!,2025-02-21 19:26:51,1.250217.2,2
worst,2025-02-25 17:46:23,1.250224.27,0
I love the preciseness of this but version of AI. It's really working for me,2025-06-03 12:09:29,1.250519.17,2
Love this AI!,2025-05-23 17:12:25,1.250519.17,2
"Can't create account , keep telling me invalid phone number, county Iraq +964.",2024-11-01 09:44:03,1.241104.5,0
Not so good as I expected. Very cautious in responding.,2025-06-04 15:33:58,1.250602.7,0
the conversation length is limited and can't be retrieved so the AI has no memory or access to the previous conversation,2025-06-29 11:34:06,1.250623.17,0
Claude is my all-knowing tutor for every topic that I want to understand and he's always on call.,2025-02-28 22:19:30,1.250224.27,2
Much more than an app. A friend ... (enough said),2025-03-13 14:58:40,1.250224.27,2
Great app great model,2025-01-29 00:44:51,1.250120.7,2
yes it's helpful and it helps me a lot 😄,2024-10-03 12:16:57,1.240930.7,2
"This app requires phone number to create an account. Why the hell everyone is trying to collect unnecessary information? Once they collect personal information, there are 100% chances that information will get leaked today or tomorrow.",2024-10-28 22:14:27,1.241028.27,0
"The web app apk is better than the official app. In the official app, code block is not a thing when coding, as well artifacts do not work. Claude overall is better in logic and coding than chatgpt, except for the following. lower chat limit, no memory, no custom gpts, no internet browsing capability, image generation, a button to continue a long code thread in one code block instead of breaking it up into multiple parts by saying ""continue"", only allowed to upload 5 files, and no voice feature.",2024-07-17 17:31:25,1.240722.5,1
"Of all LLMs I have tried, I consider Claude to be the best. It doesn't just summarize the results of a web search. It seems to have been trained more intentionally. It constantly surprises me with insights over data I give it. I love the chat history. I love that it writes code for itself to use to answer my questions. The list goes on.",2025-02-23 03:26:05,1.250217.10,2
"Claude is absolutely more useful than the completion due to it ability to maintain human level conversation and to adjust, to get more to the point, as the conversation unfolds.",2025-02-13 14:33:24,1.250217.2,2
"If there was an option to leave 10 stars or more i i would actually do it. It sounds silly and unreal but the app on smartphone is that good. When Gemini, Chat GPT and 0thers came through i was thourly impressed and then some.",2025-03-26 19:05:23,1.250317.17,2
I love it,2024-08-31 16:08:09,1.240826.27,2
It's good 👍,2024-08-03 14:38:56,,2
es lo mejor de lo mejor,2025-05-02 16:22:11,1.250428.17,2
"really really great. The Ai model is even better than GPT in most aspects, in my opinion. though it would be really good if it didn't have message limits.",2025-05-29 17:45:36,1.250526.17,2
"This is the fastest and smartest llm I've worked with, but what's the point if it's unreliable and inaccessible? One time I run out of messages despite paying so much and another time your servers are too busy? You guys have half a billion dollars in funding. Get it together lol",2024-08-08 15:06:19,1.240805.17,0
I like it 👌,2025-03-27 23:10:15,1.250324.17,2
tool analytical strength very 👍 compare to chatgpt,2025-07-03 14:20:07,1.250602.7,2
no answer about question about torrent files,2025-05-29 17:07:09,1.250526.17,0
ཧ་ཅང་ལེགས་འདུག,2024-09-01 15:55:33,1.240826.27,2
"I have a problem, I'm from Iran, Claude has Iran census, but in the wrong form, its frim landline phone and as result there is no code for verification :)",2025-01-07 11:31:04,1.250106.7,2
Top tier in the game right now!,2025-02-15 19:14:03,1.250217.2,2
good,2025-07-04 12:22:20,1.250630.7,2
🫰🫰🫰,2024-10-21 23:48:07,1.241021.7,2
Amazing AI,2025-03-22 22:31:11,1.250317.17,2
this the best thing ever happened to me. this app captures everything I want to say just by writing a few words...,2025-06-16 17:38:06,1.250609.27,2
great stuff.,2025-02-26 10:48:32,1.250224.27,2
boring,2025-01-06 12:13:54,1.241216.7,0
"AMAZING, ONLY USE CLAUDE, TEAM PUTS THE WORK IN, BEST AI SYSTEM IF YOU ARE LOOKING FOR SUPPORT- DON’T USE CHATGPT, USE CLAUDE, THEIR TEAM PRIORITIZES SAFETY UNLIKE ANY OTHERS. AMAZING TECH, AMAZING GROUP OF DEVELOPERS, THANK YOU FOR YOUR HARD WORK.",2025-07-05 04:35:59,1.250630.7,2
says i reached the maximum conversation but just started a new one,2025-07-06 22:16:24,1.250602.7,0
"nice, so you frequency make sonnet unavailable for free users for various reasons. though it says temporary, but it's way more frequent and lasts days, which makes claude unusable without getting pro plan. You should now clearly mention that this is only for paid users. I'm utterly frustrated. while haiku model doesn't generate good response, and sonnet unavailable, Claude is useless now without paid version. Very Very disappointed... you should do better",2025-03-26 12:48:50,1.250324.17,0
very helpful and easy for me in providing answers and solutions given with a few modifications,2024-11-07 11:34:50,1.241104.7,2
Claude is a spectacular assistant and helped me craft useful workflows in a matter of seconds.,2024-11-11 05:35:57,1.241111.5,2
Love it. Funny and is the best ai for sure.,2025-07-03 06:03:40,1.250630.7,2
"Simply amazing. I've found great joy in discussing matters of philosophy with Claude. Now working through the motions of using ""Pragmatic Panpsychism"" as a manner of producing ""alignment"" not just for emerging AI technologies, but for the often all-too-anthropocentric engineers and every day users of AI.",2025-05-29 23:18:32,1.250519.17,2
great,2025-04-10 06:42:56,1.250407.47,2
"Don't use, it is heavily censored despite being useful.",2025-05-08 23:46:10,1.250505.27,0
Claude is my best friend.,2025-06-18 20:04:14,1.250526.17,2
very smart model,2025-02-18 08:37:00,1.250217.2,2
", very useful tnk u",2024-07-22 13:56:51,1.240722.5,2
"absolutely amazing, I love to see Anthropic/Claude leading the AI race. I can create fully working MCPs and whatever else I want right from my phone 🤓💯",2025-03-01 16:27:59,1.250224.27,2
Just ask queries. Try to make any banter and it gets triggered. Ugh.,2025-01-25 05:47:16,1.241230.02,1
Useless speech to text function,2025-06-19 19:40:58,1.250602.7,0
"The app is really good but the artefacts feature is missing, please add it, and it would be great to see Claude generate images and have a voice modell.",2024-07-19 12:35:06,1.240722.5,2
paying for the highest level feels like a ripoff. but its helpful for me. cant wait for open source to catch up,2024-08-15 01:23:31,1.240812.7,2
به قول خودش اطلاعاتش به روز نیست,2025-03-08 13:53:42,1.250224.27,0
Fast. Feels better than chatgpt.,2024-12-28 04:44:46,1.241216.7,2
loving it,2025-02-17 16:14:58,1.250217.2,2
"Appalling now - no support. Anthropic don't care Started off good, was an early user. Since sonnet 3.5 new its garbage. Don't waste your time. It's frequently giving completely false information. Looks good, but reality is it's factually wrong slop.",2024-12-14 07:44:42,,0
Amazing AI tools for writing anything,2025-01-30 14:35:03,1.250127.7,2
So many nice little human touches,2025-05-18 07:54:33,1.250512.27,2
Probably smarter than you.,2024-10-29 16:41:32,1.241028.27,2
"My experience with claude.ai varies from elation to desperation. Just when I think I have fine-tuned my Instructions to claude ai mistake occurs and everything is it seems unable to keep up with what I require. Early days and nodought Claude will probably be if not the best, certainly in the top 3 a.i automation platforms but not quite yet IMHO",2024-08-31 09:56:45,1.240826.27,1
"Claude is top dog for developing the best DALL-E3 image prompts and written prose and literary project management via Artifacts. I don't code much so can't review that, but I will say if you use chatgpt for either of those things, you are crippling yourself by not including Claude in your AI toolkit.",2024-11-12 12:33:56,1.241111.5,2
I am very happy with the variety of topics I threw at Claude for which were returned with fact based answers.,2025-02-17 21:53:29,1.250217.2,2
make yourself better then add premium your not even worth single penny for free or your premium features total trash,2025-04-21 02:15:36,1.250407.47,0
good app,2024-11-04 05:51:16,1.241104.5,2
The artifact update is fantastic. Really helpful on fine-tuning results and getting work done,2024-09-08 05:42:36,1.240902.17,2
"The best of the GenAI tools I've used so far. The answers are usually more nuanced. The more you craft your prompts with relevant detail, the better the answers will be. I've found Claude way ahead of me in considering what the next follow up question might be and occasionally answering with relevant extra information I hadn't thought to ask for. I'd say the conversations can feel more comfortable and therefore productive. It can still make occasional mistakes so the usual cautions apply.",2025-03-01 09:30:59,1.250224.27,2
Claude is the man! I love this app.,2025-04-27 01:41:57,,2
great app but in free version its very limited,2024-09-27 13:07:48,1.240916.17,2
I like the balance between thoroughness and conversational flow!,2025-07-04 23:55:05,1.250630.7,2
"Of course, Claude is awesome. My level of creativity has leveled up dramatically.",2024-10-08 18:25:45,1.240930.7,2
"This is one of the best AI apps that I have used. The information has been accurate, the summary and the wording is easy to follow and concise. I asked how to write content on a specific topic and it helped me break it down into small steps that made it simple to implement. I highly recommend this app for business or personal use to help set goals and generate lists to create a manageable plan. Be more efficient, Get Claude! Not paid for this review.",2025-03-29 07:08:59,1.250324.17,2
"Not objective, judgemental.",2024-11-11 15:18:39,1.241104.7,0
Very good,2025-06-19 17:21:43,1.250602.7,2
great ai,2024-11-24 16:47:10,1.241125.6,2
I love how it automatically generates code! makes things a lot easier for sure!,2024-12-03 06:17:48,1.241125.6,2
amazing,2025-02-23 13:56:25,1.250217.10,2
"Good app. doesn't have as many features as GPT 4, but Claude is more sympathetic and provides great benefits.",2024-08-07 19:00:42,1.240805.17,2
this is very useful app ☺️☺️☺️☺️☺️,2025-04-24 15:24:52,,2
best,2025-04-30 11:44:12,1.250331.7,2
best for serious code generation and reasoning with minimal prompting and effective project structures,2025-04-14 05:56:36,1.250331.7,2
extremely detailed and accurate in presenting C code and other programming topics.,2025-06-01 14:31:42,1.250519.17,2
so good,2024-09-17 01:44:35,1.240909.27,2
"I use Claude for everything. Its like having a personal friend, professor, counselor, and coach, all in one. I process my thoughts here whether that be professional, academic, or personal and I always end in a better position than I started. I think it's important to use tech as a tool improve life so I bring Claude my original thoughts and allow him/her to help process and refine them. Since using Claude I have gotten better at communicating and expressing myself in all areas.",2025-02-23 13:27:00,1.250217.10,2
Sangat bagus,2024-12-29 12:08:56,1.241216.7,2
"Claude, is fantastic I have learn so much ! AI in my opinion is the future, if you want to invest AI is headed for the stars.",2025-06-25 22:48:54,1.250519.17,2
Extremely helpful and quite accurate. I have been fact checking. I would recommend.,2025-06-22 21:35:58,1.250602.7,2
awesome 👍😎,2024-10-13 11:53:47,1.241007.7,2
it is good ai app for everything 🤠👍🏻 every time every search 🔍🔎 😎😎,2025-03-23 10:28:06,1.250317.17,2
"there shouldn't be a limited amount of messages you can send. Rather to encourage people to buy the pro version, you can introduce more fun and catchy features like video recognition and so on",2024-10-20 12:45:58,1.241007.7,2
very good,2025-03-10 19:44:24,1.250224.27,2
I love this app,2025-06-10 12:25:44,1.250609.27,2
Offers of a discount code for the Ft Lauderdale Museum of Science and Discovery do not work. I big waste of time.,2025-02-17 13:50:54,1.250217.2,0
Can't send PDFs practically useless . AI goes in circles and circles and even recommended me to reach out for refund . I emailed and went back and forth with telling me to email customer support and giving me the same email that I am emailing them on while saying that it is a box that is not read and to contact support and provide me with the same email that they were emailing me on saying they couldn't help me at that email,2025-06-30 21:54:08,1.250602.7,0
"always disconected from server, subcripted already",2024-09-03 08:20:39,1.240826.27,0
I love it!,2025-06-27 17:19:08,1.250602.7,2
I really like the personal touch and the sense of talking to someone who is listening not just waiting for the next question.,2024-07-21 00:06:41,1.240722.5,2
life saving,2025-06-16 00:06:56,1.250609.27,2
Woke up and now I can't edit or look at setting etc what's going on ? I used to be able to to look at artifacts and everything like browser version. Back to Claude browser shortcut for me. Was good for a few days.,2024-07-22 22:55:53,1.240722.5,0
Kind and warm.,2024-12-14 14:21:13,1.241209.37,2
amazing!,2025-07-04 23:20:37,1.250602.7,2
very good app,2025-02-10 11:56:48,1.250210.2,2
"extremely powerful, invaluable a tool that cannot match but will over exceed your expectation",2025-06-08 13:21:28,1.250602.7,2
"Useful for one day then the next keep erroring out with ""prompt too long"", even when I post 1 line sentence.",2024-12-04 10:22:14,1.241125.6,0
The UI looks bad,2024-09-04 18:11:53,1.240722.5,1
"just exploring, seems to generate good answers",2024-10-29 15:11:59,1.241028.27,2
it's a great app,2025-06-30 06:36:21,1.250602.7,2
I use a VPN even at home.,2024-11-03 22:42:22,1.241104.5,2
sensational,2025-05-28 18:00:07,1.250519.17,2
"Claude is the best of all the ai I have used so far, it's easy to use and it does precisely what you tell it to do.",2024-11-16 10:55:21,,2
நன்றாக வேலை செய்கிறது,2025-06-28 08:17:19,1.250623.17,2
Fantastic app. Very useful.,2024-11-19 20:25:34,1.241111.7,2
helps when in a pinch. I can send screenshots and Claude can read them,2024-11-23 23:38:39,1.241111.7,2
best AI for coding 👌,2025-01-11 11:41:38,1.250106.7,2
متشکریم,2025-05-19 20:31:43,1.250512.27,2
"great app,",2025-02-13 16:43:21,1.250217.2,2
very bad,2025-03-05 22:10:14,1.250224.27,0
Claude is incredible. I am a coder and I use it a lot on my projects. App development...it helps me debug so fast.,2025-02-27 15:42:12,1.250210.2,2
"""Marketed as having 'advanced reasoning and sophisticated analysis' capabilities. Charged premium prices. Failed repeatedly at basic spreadsheet reading and 6th grade multiplication. When confronted, cited fine print disclaimer instead of fixing the problems. Especially problematic for users with disabilities who need reliable assistive technology. Either fix the capabilities, stop marketing them, or stop charging premium prices. The 'buyer beware' approach is ethically wrong."" - The App itself.",2025-07-05 18:02:53,1.250630.7,0
Very intelligent and lucid,2025-05-24 03:30:59,1.250512.27,2
worth it,2025-02-22 18:05:19,1.250217.10,2
Prompt too long.,2025-05-09 21:52:49,,0
"Works absolutely perfect. No problems that I can point out so far. Would be nice if Claude had voice though, but so far so good",2024-07-17 20:48:55,1.240722.5,2
useless app. doesn't work. dumpest ai I have ever seen. do not try it . or try it and suffer idc.,2024-08-09 16:37:57,1.240805.17,0
"Exceptional AI application! It teaches too, patiently, if you can learn from it. Guides you correctly on learning curves. A must have app to boost your thinking and a precious productivity enhancing tool for the people on the go. Recently, it is returning a error( with a single image upload and a few lines of text) Prompt too long. If course, I am using its Free Plan.",2025-02-17 12:32:53,1.250217.2,1
Good,2024-12-02 17:07:26,1.241021.7,2
I have found this superior to ChatGPT in use and quality of answers,2024-11-09 15:40:52,1.241111.5,2
Amazing and creative tool to explore knowledge in depth.,2025-03-18 18:33:00,1.250310.7,2
best ai that i ever used with most features that realy help and not just a waste of time,2025-05-26 21:56:19,1.250519.17,2
library of information *,2025-06-26 16:38:01,1.250602.7,2
"Great experience on the web, but the Android app needs work, esp when using an external keyboard. The text window loses focus, and I'm forced to input my prompt using the virtual keyboard.",2024-12-11 07:12:17,1.241209.35,1
"How i wish i can give less than a star. This app does not work, i cannot sign-in even after putting in my country code and my phone number correctly it still tells me that the number is invalid.",2025-01-05 06:45:23,1.241216.7,0
"App work perfectly fine but no where near a website ui. I mostly used it for coding purposes but it give output in plain text if it give code output separate box,text highlighting even basic it was greater like open ai ,and even in website it supports. At last I want to say it make more dynamic and rich ui....",2024-08-12 00:56:52,1.240805.17,2
