split,class_name,source_path,output_path,variant,augmented
train,fake_mannequin,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\raw\train\fake_mannequin\mannequin_028.jpg,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\processed\preprocessing_v1\train\fake_mannequin\mannequin_028__orig.png,orig,False
train,fake_mannequin,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\raw\train\fake_mannequin\mannequin_028.jpg,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\processed\preprocessing_v1\train\fake_mannequin\mannequin_028__aug1.png,aug1,True
train,fake_mannequin,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\raw\train\fake_mannequin\mannequin_029.jpg,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\processed\preprocessing_v1\train\fake_mannequin\mannequin_029__orig.png,orig,False
train,fake_mannequin,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\raw\train\fake_mannequin\mannequin_029.jpg,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\processed\preprocessing_v1\train\fake_mannequin\mannequin_029__aug1.png,aug1,True
train,fake_mannequin,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\raw\train\fake_mannequin\mannequin_030.jpg,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\processed\preprocessing_v1\train\fake_mannequin\mannequin_030__orig.png,orig,False
train,fake_mannequin,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\raw\train\fake_mannequin\mannequin_030.jpg,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\processed\preprocessing_v1\train\fake_mannequin\mannequin_030__aug1.png,aug1,True
train,fake_mannequin,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\raw\train\fake_mannequin\mannequin_031.jpg,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\processed\preprocessing_v1\train\fake_mannequin\mannequin_031__orig.png,orig,False
train,fake_mannequin,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\raw\train\fake_mannequin\mannequin_031.jpg,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\processed\preprocessing_v1\train\fake_mannequin\mannequin_031__aug1.png,aug1,True
train,fake_mannequin,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\raw\train\fake_mannequin\mannequin_032.jpg,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\processed\preprocessing_v1\train\fake_mannequin\mannequin_032__orig.png,orig,False
train,fake_mannequin,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\raw\train\fake_mannequin\mannequin_032.jpg,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\processed\preprocessing_v1\train\fake_mannequin\mannequin_032__aug1.png,aug1,True
train,fake_mannequin,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\raw\train\fake_mannequin\mannequin_033.jpg,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\processed\preprocessing_v1\train\fake_mannequin\mannequin_033__orig.png,orig,False
train,fake_mannequin,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\raw\train\fake_mannequin\mannequin_033.jpg,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\processed\preprocessing_v1\train\fake_mannequin\mannequin_033__aug1.png,aug1,True
train,fake_mannequin,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\raw\train\fake_mannequin\mannequin_034.jpg,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\processed\preprocessing_v1\train\fake_mannequin\mannequin_034__orig.png,orig,False
train,fake_mannequin,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\raw\train\fake_mannequin\mannequin_034.jpg,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\processed\preprocessing_v1\train\fake_mannequin\mannequin_034__aug1.png,aug1,True
train,fake_mannequin,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\raw\train\fake_mannequin\mannequin_035.jpg,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\processed\preprocessing_v1\train\fake_mannequin\mannequin_035__orig.png,orig,False
train,fake_mannequin,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\raw\train\fake_mannequin\mannequin_035.jpg,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\processed\preprocessing_v1\train\fake_mannequin\mannequin_035__aug1.png,aug1,True
train,fake_mannequin,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\raw\train\fake_mannequin\mannequin_037.jpg,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\processed\preprocessing_v1\train\fake_mannequin\mannequin_037__orig.png,orig,False
train,fake_mannequin,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\raw\train\fake_mannequin\mannequin_037.jpg,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\processed\preprocessing_v1\train\fake_mannequin\mannequin_037__aug1.png,aug1,True
train,fake_mannequin,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\raw\train\fake_mannequin\mannequin_038.jpg,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\processed\preprocessing_v1\train\fake_mannequin\mannequin_038__orig.png,orig,False
train,fake_mannequin,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\raw\train\fake_mannequin\mannequin_038.jpg,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\processed\preprocessing_v1\train\fake_mannequin\mannequin_038__aug1.png,aug1,True
train,fake_mannequin,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\raw\train\fake_mannequin\mannequin_039.jpg,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\processed\preprocessing_v1\train\fake_mannequin\mannequin_039__orig.png,orig,False
train,fake_mannequin,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\raw\train\fake_mannequin\mannequin_039.jpg,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\processed\preprocessing_v1\train\fake_mannequin\mannequin_039__aug1.png,aug1,True
train,fake_mannequin,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\raw\train\fake_mannequin\mannequin_040.jpg,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\processed\preprocessing_v1\train\fake_mannequin\mannequin_040__orig.png,orig,False
train,fake_mannequin,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\raw\train\fake_mannequin\mannequin_040.jpg,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\processed\preprocessing_v1\train\fake_mannequin\mannequin_040__aug1.png,aug1,True
train,fake_mannequin,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\raw\train\fake_mannequin\mannequin_041.jpg,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\processed\preprocessing_v1\train\fake_mannequin\mannequin_041__orig.png,orig,False
train,fake_mannequin,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\raw\train\fake_mannequin\mannequin_041.jpg,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\processed\preprocessing_v1\train\fake_mannequin\mannequin_041__aug1.png,aug1,True
train,fake_mannequin,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\raw\train\fake_mannequin\mannequin_042.jpg,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\processed\preprocessing_v1\train\fake_mannequin\mannequin_042__orig.png,orig,False
train,fake_mannequin,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\raw\train\fake_mannequin\mannequin_042.jpg,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\processed\preprocessing_v1\train\fake_mannequin\mannequin_042__aug1.png,aug1,True
train,fake_mannequin,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\raw\train\fake_mannequin\mannequin_043.jpg,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\processed\preprocessing_v1\train\fake_mannequin\mannequin_043__orig.png,orig,False
train,fake_mannequin,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\raw\train\fake_mannequin\mannequin_043.jpg,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\processed\preprocessing_v1\train\fake_mannequin\mannequin_043__aug1.png,aug1,True
train,fake_mannequin,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\raw\train\fake_mannequin\mannequin_044.jpg,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\processed\preprocessing_v1\train\fake_mannequin\mannequin_044__orig.png,orig,False
train,fake_mannequin,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\raw\train\fake_mannequin\mannequin_044.jpg,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\processed\preprocessing_v1\train\fake_mannequin\mannequin_044__aug1.png,aug1,True
train,fake_mannequin,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\raw\train\fake_mannequin\mannequin_045.jpg,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\processed\preprocessing_v1\train\fake_mannequin\mannequin_045__orig.png,orig,False
train,fake_mannequin,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\raw\train\fake_mannequin\mannequin_045.jpg,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\processed\preprocessing_v1\train\fake_mannequin\mannequin_045__aug1.png,aug1,True
train,fake_mannequin,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\raw\train\fake_mannequin\mannequin_046.jpg,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\processed\preprocessing_v1\train\fake_mannequin\mannequin_046__orig.png,orig,False
train,fake_mannequin,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\raw\train\fake_mannequin\mannequin_046.jpg,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\processed\preprocessing_v1\train\fake_mannequin\mannequin_046__aug1.png,aug1,True
train,fake_mannequin,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\raw\train\fake_mannequin\mannequin_048.jpg,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\processed\preprocessing_v1\train\fake_mannequin\mannequin_048__orig.png,orig,False
train,fake_mannequin,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\raw\train\fake_mannequin\mannequin_048.jpg,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\processed\preprocessing_v1\train\fake_mannequin\mannequin_048__aug1.png,aug1,True
train,fake_mannequin,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\raw\train\fake_mannequin\mannequin_049.jpg,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\processed\preprocessing_v1\train\fake_mannequin\mannequin_049__orig.png,orig,False
train,fake_mannequin,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\raw\train\fake_mannequin\mannequin_049.jpg,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\processed\preprocessing_v1\train\fake_mannequin\mannequin_049__aug1.png,aug1,True
train,fake_mannequin,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\raw\train\fake_mannequin\mannequin_050.jpg,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\processed\preprocessing_v1\train\fake_mannequin\mannequin_050__orig.png,orig,False
train,fake_mannequin,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\raw\train\fake_mannequin\mannequin_050.jpg,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\processed\preprocessing_v1\train\fake_mannequin\mannequin_050__aug1.png,aug1,True
train,fake_mannequin,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\raw\train\fake_mannequin\mannequin_052.jpg,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\processed\preprocessing_v1\train\fake_mannequin\mannequin_052__orig.png,orig,False
train,fake_mannequin,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\raw\train\fake_mannequin\mannequin_052.jpg,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\processed\preprocessing_v1\train\fake_mannequin\mannequin_052__aug1.png,aug1,True
train,fake_mannequin,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\raw\train\fake_mannequin\mannequin_053.jpeg,C:\kaggle\data-analytics-competition-dac-find-it-2026\kurt\findit\ver34_clean_package\processed\preprocessing_v1\train\fake_mannequin\mannequin_053__orig.png,orig,False
